Township,County,Pop. (2010),Land ( sqmi ),Water (sqmi),Latitude,Longitude,GEO ID,ANSI code
Westfield,Steele,59.0,35.376,0.023,47.622409,-97.78221,3809184940.0,1036674.0
Westford,Kidder,27.0,33.399,2.738,46.940193,-99.62583,3804384980.0,1759480.0
Wheatfield,Grand Forks,74.0,36.137,0.0,48.064295,-97.579215,3803585140.0,1036619.0
Wheatland,Cass,158.0,36.112,0.005,46.941323,-97.377064,3801785220.0,1036376.0
Wheaton,Bottineau,56.0,43.366,0.264,48.944197,-101.420498,3800985260.0,1759303.0
Wheelock,Williams,72.0,36.029,0.01,48.330968,-103.269025,3810585340.0,2397899.0
Whitby,Bottineau,8.0,36.266,0.0,48.762966,-100.643011,3800985420.0,1759304.0
White,Pierce,49.0,34.588,1.268,47.898236,-100.130012,3806985460.0,1759564.0
White Ash,Renville,34.0,35.799,0.0,48.503099,-101.777545,3807585500.0,1759622.0
White Earth,Mountrail,58.0,34.33,0.075,48.416845,-102.822068,3806185580.0,1037109.0
White Lake,Slope,23.0,35.58,0.277,46.500229,-103.23628,3808785620.0,1037173.0
Whitestone,Dickey,29.0,36.17,0.351,46.162997,-98.813989,3802185700.0,1036779.0
Whitestone Hill,Sargent,85.0,33.224,0.077,46.240229,-97.705577,3808185740.0,1036807.0
Whiting,Bowman,33.0,35.873,0.07,46.078936,-103.177718,3801185780.0,1759316.0
Whitteron,Bottineau,405.0,34.655,0.473,48.853241,-100.376882,3800985860.0,1759305.0
Wild Rose,Burleigh,19.0,31.72,4.293,46.669303,-100.133889,3801585980.0,1037066.0
Willey,Sargent,100.0,35.499,0.137,46.234674,-97.579921,3808186060.0,1036804.0
Williams,Kidder,15.0,33.808,2.427,46.929192,-99.489851,3804386100.0,1759481.0
Williams,Nelson,48.0,35.675,0.677,47.983539,-98.193716,3806386140.0,1036571.0
Willis,Ward,106.0,36.056,0.021,48.061166,-101.196043,3810186180.0,1036991.0
Williston,Williams,1307.0,21.756,4.677,48.161101,-103.690266,3810586260.0,1036975.0
Willow,Griggs,53.0,34.517,0.594,47.630636,-98.308241,3803986300.0,1036654.0
Willow Creek,McHenry,39.0,36.237,0.113,48.595491,-100.461354,3804986420.0,1759519.0
Willow Lake,Steele,56.0,34.444,0.501,47.276038,-97.878709,3809186460.0,1036663.0
Willow Vale,Bottineau,26.0,35.899,0.209,48.681424,-100.353066,3800986500.0,1759306.0
Willowbank,LaMoure,135.0,36.088,0.029,46.33215,-98.590334,3804586340.0,1037206.0
Wilson,Burleigh,40.0,33.673,0.82,47.277051,-100.695018,3801586540.0,1037135.0
Windsor,Stutsman,59.0,34.21,0.741,46.933546,-99.005325,3809386700.0,1036473.0
Winfield,Stutsman,83.0,36.066,0.094,46.841434,-98.491992,3809386740.0,1036452.0
Wing,Burleigh,27.0,35.419,0.015,47.119442,-100.325699,3801586820.0,1037145.0
Winner,Williams,24.0,35.825,0.216,48.496092,-103.591502,3810586860.0,1037005.0
Winona,Grant,41.0,40.327,0.076,46.062384,-101.576925,3803786900.0,1759443.0
Wise,McLean,37.0,33.383,2.53,47.539375,-100.745653,3805586940.0,1759546.0
Wiser,Cass,88.0,33.685,0.0,47.106594,-96.882803,3801786980.0,1036380.0
Wold,Traill,100.0,35.853,0.0,47.541414,-97.155672,3809787100.0,1036703.0
Wolf Butte,Adams,25.0,35.894,0.051,46.170011,-102.824832,3800187140.0,1037202.0
Wood Lake,Benson,522.0,34.79,1.22,47.88871,-98.826791,3800587420.0,1759264.0
Woodberry,Slope,31.0,35.916,0.0,46.323326,-103.112759,3808787340.0,1759645.0
Woodbury,Stutsman,208.0,34.682,0.161,46.841161,-98.765722,3809387380.0,1036456.0
Woodlawn,Kidder,94.0,34.663,0.143,46.843157,-99.879619,3804387460.0,1759482.0
Woodward,Wells,22.0,35.692,0.273,47.536618,-99.319228,3810387540.0,1759718.0
Wright,Dickey,50.0,35.293,0.201,46.233203,-98.305303,3802187620.0,1036769.0
Writing Rock,Divide,7.0,35.129,1.012,48.773942,-103.795675,3802387660.0,1036919.0
Wyard,Foster,63.0,34.594,0.741,47.45078,-99.213466,3803187700.0,1759431.0
Wyndmere,Richland,82.0,35.473,0.0,46.238705,-97.197666,3807787780.0,1036837.0
