Township,County,Pop. (2010),Land ( sqmi ),Water (sqmi),Latitude,Longitude,GEO ID,ANSI code
Minto,Cavalier,24.0,34.916,0.918,48.840919,-98.649878,3801953500.0,1759371.0
Mission,Benson,1087.0,39.956,4.807,47.985178,-98.834887,3800553580.0,1759252.0
Missouri,Burleigh,168.0,23.634,5.726,46.687767,-100.639813,3801553620.0,1759341.0
Missouri Ridge,Williams,496.0,35.891,0.047,48.241524,-103.668026,3810553660.0,1759730.0
Model,Mountrail,61.0,36.389,0.126,47.990152,-102.055055,3806153700.0,1037120.0
Monroe,Towner,29.0,35.978,0.028,48.755027,-99.447307,3809553900.0,1759656.0
Mont,Williams,45.0,35.905,0.022,48.254477,-103.805015,3810553940.0,1759731.0
Montpelier,Stutsman,70.0,35.82,0.0,46.674156,-98.62886,3809354020.0,1036443.0
Montrose,Cavalier,42.0,35.262,0.051,48.579718,-97.98711,3801954060.0,1759372.0
Moon Lake,Stutsman,65.0,34.345,0.693,46.848858,-98.998545,3809354100.0,1036460.0
Moord,Slope,18.0,35.276,0.041,46.493336,-103.109796,3808754140.0,1037172.0
Moore,Ransom,93.0,35.711,0.0,46.586806,-97.720905,3807354180.0,1036882.0
Mooreton,Richland,117.0,35.136,0.056,46.240774,-96.823456,3807754260.0,1036829.0
Moraine,Grand Forks,66.0,35.872,0.035,47.891762,-97.827283,3803554300.0,1036614.0
Moran,Richland,70.0,32.824,2.721,46.052654,-97.064833,3807754340.0,1036822.0
Morgan,Traill,91.0,35.936,0.0,47.628581,-97.282464,3809754380.0,1036706.0
Morris,Ramsey,53.0,32.975,3.047,48.234316,-98.763196,3807154420.0,1759581.0
Morton,Burleigh,42.0,35.965,0.011,46.670371,-100.385483,3801554460.0,1759342.0
Moscow,Cavalier,17.0,34.993,1.008,48.761779,-98.666598,3801954500.0,1759373.0
Mott,Hettinger,60.0,35.202,0.068,46.421707,-102.370568,3804154660.0,2397841.0
Mound,Slope,7.0,35.794,0.065,46.415294,-103.734627,3808754700.0,1037167.0
Mount Carmel,Cavalier,41.0,44.352,0.681,48.942356,-98.419924,3801954820.0,1759374.0
Mount Rose,Bottineau,59.0,36.008,0.0,48.676125,-101.255384,3800954900.0,1759284.0
Mount View,Towner,54.0,35.281,0.559,48.845538,-99.456956,3809554940.0,1759657.0
Mountrail,Mountrail,28.0,35.841,0.041,47.898432,-101.925721,3806154860.0,1033976.0
Mouse River,McHenry,15.0,31.27,4.696,48.597085,-100.581768,3804954980.0,1759502.0
Munster,Eddy,56.0,35.908,0.165,47.711572,-99.221379,3802755100.0,1759409.0
Muskego,Renville,38.0,31.536,4.529,48.509808,-101.505933,3807555180.0,1759614.0
Myrtle,Mountrail,21.0,36.404,0.118,48.329216,-102.767356,3806155300.0,1037096.0
