Township,County,Pop. (2010),Land ( sqmi ),Water (sqmi),Latitude,Longitude,GEO ID,ANSI code
Bentru,Grand Forks,77.0,17.599,0.13,47.708392,-96.948699,3803506100.0,1036584.0
Bergen,Nelson,39.0,35.321,0.576,47.708551,-98.322508,3806306220.0,1036560.0
Berlin,Cass,124.0,34.192,0.0,47.019309,-97.009609,3801706260.0,1036381.0
Berlin,Sheridan,42.0,34.492,1.557,47.709864,-100.123218,3808306340.0,1759629.0
Berlin,Wells,28.0,34.775,1.265,47.367093,-99.575078,3810306380.0,1037127.0
Berthold,Ward,76.0,35.862,0.272,48.330945,-101.71738,3810106500.0,1036946.0
Berwick,McHenry,57.0,36.078,0.246,48.333649,-100.291468,3804906580.0,1759483.0
Bethel,Towner,32.0,35.674,0.276,48.508175,-99.025178,3809506620.0,1759648.0
Bicker,Mountrail,36.0,35.789,0.131,48.510155,-102.801739,3806106700.0,1037199.0
Big Bend,Mountrail,33.0,31.422,5.114,47.883827,-102.583709,3806106800.0,1759550.0
Big Bend,Ransom,153.0,36.255,0.103,46.405746,-97.60549,3807306820.0,1036869.0
Big Meadow,Williams,27.0,34.888,1.005,48.583015,-103.101268,3810506860.0,1037009.0
Big Stone,Williams,31.0,35.712,0.158,48.58267,-103.331141,3810506900.0,1759720.0
Billings,Cavalier,13.0,28.209,0.269,48.579395,-98.517994,3801906940.0,1759351.0
Bilodeau,Wells,41.0,35.573,0.212,47.45406,-99.319948,3810306980.0,1759697.0
Bingham,Traill,70.0,30.044,0.048,47.541156,-96.912555,3809707060.0,1036698.0
Binghampton,Barnes,76.0,35.538,0.085,46.7607,-97.744686,3800307100.0,1036406.0
Birtsell,Foster,97.0,35.749,0.126,47.537051,-99.191835,3803107140.0,1759418.0
Bjornson,McHenry,42.0,35.393,0.279,47.896062,-100.894818,3804907300.0,1759484.0
Black Butte,Hettinger,41.0,35.795,0.0,46.499943,-102.61352,3804107380.0,1759447.0
Black Loam,LaMoure,44.0,35.959,0.067,46.493084,-98.10717,3804507420.0,1036895.0
Blacktail,Williams,62.0,35.833,0.237,48.414394,-103.730302,3810507460.0,1759721.0
Blackwater,McLean,27.0,35.344,0.122,47.628974,-101.751285,3805507500.0,1759527.0
Blaine,Bottineau,26.0,35.889,0.023,48.683439,-101.375325,3800907540.0,1759267.0
Blanchard,Traill,87.0,36.012,0.0,47.367463,-97.282684,3809707660.0,1036685.0
Bloom,Stutsman,554.0,33.776,0.573,46.942845,-98.6189,3809307740.0,1036469.0
Bloomenfield,Stutsman,34.0,34.28,1.742,46.747452,-99.279759,3809307780.0,1036463.0
Bloomfield,Traill,130.0,36.059,0.0,47.367479,-97.155083,3809707820.0,1036682.0
Blooming,Grand Forks,295.0,34.525,0.329,47.97255,-97.297617,3803507860.0,1036605.0
Blooming Prairie,Divide,50.0,42.168,1.102,48.945295,-103.395531,3802307900.0,1036928.0
Blooming Valley,Divide,47.0,35.564,0.528,48.851356,-103.135611,3802307940.0,1759387.0
Blue Butte,McKenzie,79.0,34.495,1.183,47.886549,-102.953006,3805308020.0,1036961.0
Blue Hill,McLean,16.0,35.876,0.079,47.790088,-101.669787,3805508060.0,1759528.0
Blue Ridge,Williams,35.0,33.932,2.121,48.585864,-103.590163,3810508100.0,1037004.0
Bluebird,LaMoure,35.0,35.572,0.06,46.49958,-98.848322,3804507980.0,1036907.0
Bohnsack,Traill,55.0,35.057,0.0,47.281305,-97.13371,3809708140.0,1036681.0
Bonetraill,Williams,17.0,36.007,0.0,48.416393,-103.86334,3810508260.0,1759722.0
Boone,Sheridan,16.0,35.267,0.65,47.544779,-100.086317,3808308300.0,1037149.0
Border,Divide,22.0,35.219,0.818,48.756709,-102.994599,3802308340.0,1037008.0
Bordulac,Foster,75.0,34.028,1.876,47.362981,-98.936408,3803108420.0,1759419.0
Bowbells,Burke,42.0,35.114,0.35,48.756547,-102.207137,3801308540.0,2397777.0
Bowen,Sargent,67.0,35.712,0.0,46.153253,-97.695296,3808108620.0,1036806.0
Bowman,Bowman,257.0,34.235,0.081,46.155936,-103.444271,3801108740.0,1037225.0
Boyd,Burleigh,134.0,35.992,0.0,46.765077,-100.520928,3801508780.0,1759334.0
Boyesen,Bowman,23.0,35.82,0.109,46.079836,-103.304148,3801108820.0,1037227.0
Brampton,Sargent,59.0,36.381,0.053,45.986341,-97.830964,3808108980.0,1036788.0
Brandenburg,Richland,102.0,35.249,0.0,46.15286,-96.824503,3807709020.0,1036828.0
Brander,Bottineau,54.0,35.726,0.265,48.755867,-101.026977,3800909060.0,1759268.0
Brandon,Renville,72.0,34.743,0.13,48.747978,-101.570983,3807509100.0,1759599.0
Bremen,Wells,47.0,35.825,0.238,47.709329,-99.350957,3810309260.0,1759696.0
Brenna,Grand Forks,725.0,35.983,0.027,47.88877,-97.171507,3803509300.0,1036602.0
Brightwood,Richland,203.0,32.696,1.977,46.069255,-96.936548,3807709340.0,1036821.0
Brillian,Ward,57.0,36.2,0.012,47.980022,-101.034374,3810109380.0,1759674.0
Brimer,Barnes,59.0,35.524,0.452,47.015788,-98.39349,3800309420.0,1036433.0
Brittian,Hettinger,17.0,35.7,0.077,46.303491,-102.218605,3804109580.0,1759448.0
Broadlawn,Steele,41.0,35.25,0.062,47.27932,-97.508269,3809109620.0,1036657.0
Broadview,Griggs,38.0,33.916,1.469,47.281208,-98.012284,3803909660.0,1036629.0
Broe,Benson,35.0,35.497,0.546,48.14677,-99.641921,3800509740.0,1759238.0
Brookbank,Mountrail,34.0,35.908,0.012,48.158814,-102.500392,3806109780.0,1037114.0
Brooklyn,Williams,27.0,35.622,0.007,48.233917,-103.270596,3810509820.0,1037022.0
Brown,McHenry,80.0,35.217,0.206,47.980892,-100.896087,3804909860.0,1759485.0
Bruce,Cavalier,17.0,35.304,0.796,48.768683,-98.918404,3801909900.0,1759352.0
Bryan,Griggs,39.0,35.946,0.021,47.536605,-98.425381,3803909940.0,1036655.0
Bucephalia,Foster,43.0,35.428,0.659,47.377046,-98.824726,3803110020.0,1759420.0
Buchanan,Stutsman,99.0,33.901,1.971,47.014694,-98.775046,3809310100.0,1036483.0
Buckeye,Kidder,30.0,32.527,3.355,47.030261,-99.647098,3804310180.0,1037189.0
Bucklin,Slope,19.0,32.167,0.037,46.348091,-103.983039,3808710220.0,1037203.0
Bucyrus,Adams,27.0,35.579,0.0,46.075576,-102.808847,3800110340.0,1037244.0
Buena Vista,Bowman,21.0,30.565,0.0,46.242991,-103.057674,3801110380.0,1037257.0
Buffalo,Cass,82.0,35.896,0.047,46.93846,-97.481862,3801710460.0,1036377.0
Buford,Williams,74.0,33.795,1.681,48.003781,-103.92055,3810510540.0,1759723.0
Bull Butte,Williams,13.0,51.324,0.101,48.335541,-103.960814,3810510620.0,1759724.0
Bull Moose,Wells,34.0,33.509,2.14,47.462696,-99.962955,3810310700.0,1037154.0
Bullion,Golden Valley,28.0,35.863,0.019,46.678238,-103.769006,3803310660.0,1037076.0
Bunker,Kidder,22.0,36.008,0.064,46.673341,-99.764095,3804310740.0,1037060.0
Burg,Divide,24.0,35.629,0.464,48.767137,-103.518331,3802310780.0,1036925.0
Burke,Mountrail,39.0,35.543,0.181,48.240127,-102.245896,3806110860.0,1037021.0
Burlington,Ward,388.0,35.307,0.06,48.238448,-101.464843,3810110980.0,1036986.0
Burt,Ward,102.0,35.695,0.423,48.160483,-101.45816,3810111100.0,1037049.0
Bush,Eddy,40.0,35.504,0.698,47.803541,-98.975206,3802711140.0,1759399.0
Butte,McLean,13.0,35.66,0.371,47.808401,-100.789051,3805511220.0,2406943.0
Butte Valley,Benson,55.0,35.31,0.643,48.144251,-99.51326,3800511260.0,1759239.0
Buxton,Traill,107.0,35.108,0.0,47.628339,-97.15591,3809711380.0,1036704.0
Byersville,McLean,11.0,34.811,1.25,47.73166,-100.638829,3805511420.0,1759529.0
Byron,Cavalier,27.0,44.436,0.533,48.934555,-98.780896,3801911460.0,1759353.0
